,pH,B_pH,P,Ca,K,B,S,Zn,Fe,Mn,Mg,CEC,H_sat,K_sat,Ca_sat,Mg_sat,OM,Clay,Silt,Sand,EC,Location,Range,Row
0,6.988017799695513,6.649802371844782,-1713.1601739092384,6180273.583854541,-9975.749825592524,0.378578500511983,3.7093483872436415,0.8656647784960545,40993.07471739574,5461.729737483563,98197.53625047888,78.36479959199892,713.7144743978075,6.547771064939733,-83.18627167595739,45.68941977392427,-2.3226753632750374,10.225430234808687,1568.8774145389027,-1017.8990980226539,0.2863059127262579,Location 1,1,1
1,6.8594311058794055,6.6981174280812175,-1818.405352645178,-7398511.407613086,11329.70562356615,0.3716299552774801,41.33198702112769,-2.443030798778784,37600.993194397735,11891.085664865162,49743.5483905008,-7.549455361553996,-343.43944362409167,4.937470474773527,70.85677554176087,49.1889757947853,-0.1695523704986237,-38.95457165393967,-4.893776657271296,734.8450190473574,0.30073845183860926,Location 1,2,1
2,6.534046895294416,6.660362465955601,1973.141521383276,-7388355.208048955,8497.800251120896,0.3217220402202344,-12.362930533827281,2.580496419850473,-6920.325152300971,-6015.386467733753,-25922.06103322168,260.35462490309436,68.22152222991693,2.3932231808970066,281.6170895133629,20.826206842811445,7.211293141174689,55.89622262083529,-261.5746504818467,-1999.132584337808,0.40116861645624935,Location 1,3,1
3,6.731217904327824,6.741599985597657,327.81338800327865,-8750828.80754597,10966.466596540538,0.2003387583422452,13.313657449358566,-0.05329575258821073,-46561.40547460363,-2586.666018531335,-117668.1912565133,-138.7822403968618,-585.3833294943898,2.856522901152524,24.72576363480732,-16.158586788651967,4.624842649869478,8.468427216328013,-1920.8419391946989,831.3965145981198,0.38288521688613003,Location 1,4,1
4,6.840107686319787,6.7113795494538495,-342.4882227361803,7254803.82448646,-3421.7870240094667,0.4068016461414943,81.2792842052836,6.033650661735456,-16660.846454346014,1919.0154724857143,-34929.88075746521,-139.22526887859902,262.0997058651226,2.9174656020897136,9.665732306065763,47.72862626862947,9.768055916650697,-4.725260186310628,-527.2015501949803,-671.6750515790324,0.4066348764670994,Location 1,5,1
5,6.896226036326348,6.60175894827168,-2284.930192793938,-5509793.359050757,-12075.343017613906,0.38517380126853806,67.84345754505142,8.428327784243816,-31620.22575742794,-8137.3170836027375,38447.86898640945,329.5814875515137,117.20888676638268,4.346277550259289,519.131133371518,26.95909434376908,0.6133689390451038,114.91255546547112,192.33836323235934,339.86390133069904,0.31066427339509256,Location 1,6,1
6,7.057279262365748,6.563229436671477,1588.5921890202565,3078247.9918548367,-1700.389597290152,0.399941314010554,46.9516043826478,3.748152410494826,2629.8090602615666,-3492.675332745692,19366.258087679733,477.00716196647875,611.6408209079684,2.8452442725753255,290.48856446740035,119.35549398829964,-0.05148462730356407,20.975174237088613,958.6504355747052,-812.8283541612158,0.20829215726378542,Location 1,7,1
7,6.904932151524654,6.691408355667201,-447.3898214419014,-2249484.6483988715,-1453.604639621816,0.4699406772254611,4.72749912462112,5.815070443575509,-10988.634019838913,12488.51023740057,47603.91107450373,193.70180682998912,242.7439854383697,1.6592264992597217,-24.042332699372132,-61.848178221695406,4.801527814639611,96.6107821245126,51.91896105181446,-1767.0977197334203,0.2320985760656996,Location 1,8,1
8,6.861196626019875,6.751499936494159,-1177.989154782793,782236.4850303903,9510.763766974207,0.34589584251208083,25.39279975860638,4.812064983293689,25799.184665927725,-4313.72152612368,-6359.49307633326,70.93996670573848,164.55121126974905,0.9063207418913337,-135.09445579010674,23.2239808745914,6.817184791749869,114.49372084410594,-245.00469408203801,1260.97723826914,0.37991920773266724,Location 1,9,1
9,6.840655862295019,6.563645307481627,529.3820830215245,-3527700.3969130334,-5365.589489949761,0.548351928567619,20.837659590601184,1.8697705829117144,-17472.96632034618,3804.2588363225696,-14118.168313818212,377.40858757608305,-625.7817568763754,1.4696478609611192,-56.21345792677109,-50.31782582698962,5.866786686663264,-43.308601299138225,2363.842239018622,-15.425265612364576,0.4977853070082703,Location 1,10,1
